ZIP,MHI,Minority,popdensity,EVs.per.1k.People,Public transportation,area_status
07420,109278,0.39070729872084276,2210.3950103950106,18.62,0.003500175008750437,NA
07421,129800,0.1633940088863408,309.7034801136364,18.06,0.03412698412698412,Gap
07422,108722,0.12424242424242427,301.06055422511116,17.99,0.01462765957446809,NA
07423,250001,0.25480093676814985,2455.434157561817,63.93,0.1277227722772277,NA
07424,105050,0.337689157913477,4910.823570554292,26.31,0.03819591261451727,Gap
07430,131327,0.24161468753677773,1003.5431675918271,45.23,0.03460287970274036,Non-Gap
07432,146841,0.14004843994871063,4496.476617552851,19.66,0.03900200745626613,NA
07435,145342,0.07806141324454308,214.6260123868509,22.94,0.02596537949400799,Gap
07436,161971,0.18492935635792773,1498.2947195107608,35.16,0.02198768689533861,Gap
07438,123271,0.19910394265232978,371.49229386505107,18.37,0.01805792163543441,NA
07439,105551,0.21898148148148144,980.0362976406533,13.89,0,NA
07440,147188,0.20192719486081367,3016.7958656330748,20.77,0.01372628179249092,NA
07442,124454,0.2310129446908663,3830.4438280166437,25.62,0.03465346534653466,Gap
07444,117959,0.12451007200802111,2101.7241379310344,22.61,0.05433829973707274,Gap
07446,160996,0.2918608578183046,2692.3076923076924,37.15,0.06525759577278732,Non-Gap
07450,208211,0.3316101566063555,4574.508781081551,64.05,0.1203833567087424,Non-Gap
07452,215096,0.24008556853710716,4496.485386607474,58.91,0.170334585793523,Non-Gap
07456,152414,0.17251436904864026,455.5651086446772,28.91,0.01585347083269201,NA
07457,102950,0.15175097276264593,2029.6150049358343,23.59,0.03650586701434159,Gap
07458,244022,0.24712546499830912,1163.142885239453,99.85,0.0675314765356734,Gap
07460,145081,0.14995284501729012,111.30550404142902,11.32,0.01445086705202312,NA
07461,106981,0.15412951791148366,225.7318116631919,15.27,0.007610993657505285,Gap
07462,95945,0.15079916608756083,423.08596965776786,13.62,0.01178781925343811,NA
07463,177962,0.20582447855175123,4967.741935483871,27.94,0.06730591923289692,Gap
07465,115159,0.18273940212801887,708.1688793206554,21.28,0.02856193955496513,NA
07470,153056,0.2668354523950325,2266.471204188482,40.97,0.04361324659964518,Gap
07480,132676,0.20626753975678203,452.76055059748904,18.11,0.01523046092184369,NA
07481,203988,0.1539589442815249,2586.0761413620507,49.09,0.07387760382973217,NA
07501,44300,0.9211972605056227,19711.666666666668,4.59,0.06500173430454388,NA
07502,76790,0.8627462408206085,19974.388824214202,9.73,0.06121883656509695,NA
07503,60443,0.6580073030777256,12399.74126778784,8.56,0.05762754147436697,NA
07504,76659,0.9747771088927837,15772.836538461539,6.02,0.1064659977703456,NA
07505,36326,0.9072692389682371,19146.938775510203,12.15,0.1577840112201964,NA
