ZIP,MHI,Minority,popdensity,EVs.per.1k.People,Public transportation,area_status
08049,103191,0.35497917455509276,4308.319738988581,10.03,0.0281021897810219,Gap
08050,115676,0.1217695077175347,907.8934593352535,20,0.002112973658261727,Gap
08051,92071,0.13235529902196563,3242.5266441382896,10.34,0.02052370842179759,Gap
08052,79087,0.3423262284493467,5255.0913838120105,13.46,0.02271209084836339,Non-Gap
08053,118670,0.1967247140870504,1652.4557552476335,28.39,0.0190380373795612,Gap
08054,118802,0.336635814539608,2118.573072497123,34.42,0.01554824985496036,Gap
08055,155710,0.11020646535435774,728.2165461686639,35.49,0.03518368449486764,Gap
08056,171389,0.1273463378726537,596.9460617378886,32.76,0.02136752136752137,NA
08057,158770,0.25663059129546195,1407.0322201163322,56.85,0.01428999700209853,Gap
08059,89375,0.19310938845822567,4723.352318958502,11.2,0.03815830968148849,NA
08060,109292,0.506599574221018,1193.3025404157045,21.87,0.02006374040272345,Gap
08061,150658,0.20674356699201424,3399.6983408748115,21.96,0,NA
08062,157009,0.16158349595762478,557.3337476693598,31.34,0.004459691252144083,Gap
08063,83074,0.12258275975090138,2962.135922330097,10.49,0.04739652870493992,NA
08064,NA,1,6.343283582089552,294.12,NA,NA
08065,89574,0.3671342685370741,4048.1341265548945,11.22,0.0357914965169349,Non-Gap
08066,65070,0.5634020618556701,1132.5160537069469,6.57,0.006451612903225806,Gap
08067,111912,0.17533606078316777,89.8021308980213,24.55,0,Gap
08068,83194,0.4754271888704068,283.8075619072143,11.79,0.004387445156935539,NA
08069,71942,0.47923656154477,841.6264039656146,7.23,0.005973931933381607,Gap
08070,75697,0.13460155063544077,604.4545366702097,8.39,0,Gap
08071,100085,0.08572032554698239,2853.9969834087483,16.28,0.008433026083545793,Non-Gap
08072,68203,0.012195121951219523,461.9718309859155,6.1,0,NA
08073,NA,0,229.8850574712644,150,NA,NA
08074,NA,0,287.76978417266184,6.25,NA,NA
08075,94407,0.3177853993140617,3099.311601538773,14.21,0.0171442718326422,Gap
08077,128271,0.19710862077329838,2543.558736426456,20.86,0.01992648481331012,Gap
08078,86741,0.2681654452862998,4186.6874674987,8.94,0.03392685274302214,Gap
08079,54641,0.4048503995539863,121.35358524181635,6.23,0.02277432712215321,Gap
08080,122262,0.17248879687622842,1305.1612682559771,22.96,0.004528891202498699,Gap
08081,105800,0.5337020531593188,1991.0477322242027,19.06,0.03095042454122158,Gap
08083,96653,0.38694565896314803,3831.671320303151,15.2,0.02433537832310839,Gap
08084,98427,0.2691650042747221,4470.0636942675155,10.54,0.05151267375306623,Non-Gap
08085,134762,0.25107430617726056,502.02247191011236,28.38,0.008372093023255815,Gap
08086,97413,0.15431618709032324,1284.939329050678,14.89,0.01083262531860663,Gap
08087,91677,0.14485833793702152,361.7133640684546,14.05,0.01036312386005638,Gap
08088,110000,0.12409663431757179,160.88204419522435,17.1,0.004845492777473029,Gap
08089,115117,0.2736941621366107,262.22497675859927,9.45,0.03343877089923181,NA
08090,115701,0.20947529291900158,3359.0006844626964,15.28,0.01591566763125258,NA
08091,75238,0.3018614791212477,1790.6906906906906,18.45,0.01477005706612957,NA
08092,110509,0.08239820455274127,136.177086971708,20.52,0.009673518742442563,Gap
08093,64104,0.314897223988133,2332.0978502594517,10.07,0.03353722843282008,Gap
08094,96699,0.2666907080177906,759.4347373610123,16.68,0.009826949810651455,Gap
08095,NA,NA,0,0,NA,NA
08096,89013,0.3493887253792166,2543.9884809215264,14.69,0.01906519065190652,Gap
08097,119042,0.10287393860222072,2326.7477203647413,15.35,0.02146464646464646,NA
08098,110913,0.23037190082644632,167.32062295818713,12.19,0.004946996466431096,Gap
08102,33852,0.845031355523396,8333.668341708542,7.24,0.120162932790224,Non-Gap
08103,36793,0.933428775948461,5877.980364656382,6.2,0.1761846901579587,NA
08104,38170,0.9632472458009753,7390.056723390057,1.99,0.1204078781952787,Gap
08105,45974,0.9348261148661405,10209.329221279877,3.55,0.08222958057395144,Gap
08106,111002,0.0888911725413627,5980.946527350952,15.72,0.05630885122410546,NA
08107,80833,0.3688669515249742,7579.006141820212,15.32,0.1019362186788155,NA
08108,108151,0.15106679532539935,6929.420505200594,26.48,0.073474592897783,Non-Gap
08109,90242,0.6024061277162601,4981.750311074243,14.49,0.01706783369803063,Gap
08110,83729,0.8246163482618227,2961.508733961972,11.8,0.02598844957796535,Gap
08201,71321,0.3230887437572032,1803.2559750606165,12.2,0.01541232986389111,Gap
08202,146071,0.04590570719602982,233.42021430640025,45.91,0.001628664495114007,Gap
08203,97250,0.147511076361741,1167.5034230944773,18.89,0.03726377428799574,Gap
08204,82466,0.1019730887588246,810.0591426755951,13.15,0.004366812227074236,Gap
08205,93370,0.35367247290230974,686.0937537123714,15.13,0.004407934281707073,Gap
08210,90013,0.18252347897100862,250.0911783156083,14.41,0.01438382791240119,Gap
08212,86125,0.1811594202898551,467.79661016949154,79.71,0,NA
08215,80893,0.3264673311184939,109.16432272987372,11.96,0.0505166475315729,Gap
08217,NA,0,1913.0434782608695,NA,0,Non-Gap
08221,156354,0.16533180778032042,1487.3431184854287,33.9,0.006982392228293868,Gap
08223,107131,0.12697628458498023,312.490350470897,18.77,0,NA
08224,96250,0.36322869955156956,154.00552486187846,8.97,0,NA
08225,111599,0.2125118259224219,1397.224058162591,19.63,0.01039783001808318,NA
08226,101782,0.1515851167747092,1666.3213968629773,24.24,0.00412492634060106,Gap
08230,115152,0.06456140350877193,291.96332530861037,14.91,0,Gap
08232,53899,0.8844974103685825,3390.214797136038,5.73,0.08852535096878988,NA
08234,98217,0.4461226472887049,780.2060156571899,20.49,0.00829472755349658,Gap
08240,NA,0.42938066465256797,1204.7315741583259,1.13,0.08595641646489104,Gap
08241,123438,0.08178438661710041,144.19726614848565,31.6,0,NA
08242,93250,0.3615068823955566,869.9579831932773,7.49,0.004694835680751174,NA
08243,108359,0.035499999999999976,909.5043201455208,28.5,0.01470588235294118,NA
08244,70255,0.2979641617412515,2165.1432053625836,11.82,0.01519699812382739,Gap
08245,NA,0,479.16666666666663,43.48,NA,NA
08246,NA,0,175.92592592592592,52.63,NA,NA
08247,167917,0.040414507772020714,184.58301453710789,29.02,0.01994301994301994,Gap
08248,108953,0,505.7034220532319,26.32,0,NA
08251,83637,0.09035513662763017,1493.3883122422862,7.71,0.005854066485469371,NA
08260,79699,0.1837333127556139,812.7822378324134,15.05,0.01742222222222222,Gap
08270,99592,0.21238938053097345,81.22705107532104,8.01,0.01479067435447481,Gap
08302,65516,0.6704033503246685,331.4986467725876,4.86,0.0137524557956778,Gap
08310,42442,0.29855371900826444,79.13022153192185,16.53,0.002463054187192118,NA
08311,86324,0.27835051546391754,62.55822285919025,4.01,0,NA
08312,89294,0.3564749883122955,1553.3769063180828,11.1,0.02155936207914944,Gap
08314,88077,0,37.23142529112678,6.61,0,NA
08316,79306,0,16.555891238670693,29.2,0,NA
08317,106696,0.2263242375601926,169.3164832178285,4.82,0,NA
08318,92558,0.17607223476297973,148.73720730691272,9.61,0.001850481125092524,Gap
08319,100278,0.05062240663900419,80.07708665603403,14.94,0,NA
08320,NA,0.45347698334965725,2419.4312796208533,1.96,NA,NA
08321,105074,0,15.040144747257719,15.04,0,NA
08322,121686,0.24877475004900995,350.4757978632038,13.33,0.002265861027190333,NA
08323,83125,0.15458276333789334,41.13211793832996,16.42,0.007092198581560284,NA
08324,89950,0,22.838499184339312,14.29,0,NA
08326,79583,0.2829268292682927,450.69095477386935,5.57,0,NA
08327,61528,0.6440727699530516,355.59265442404006,0.29,0,NA
08328,101583,0.09485094850948506,775.2100840336135,10.16,0,Gap
08329,65694,0,321.2121212121212,37.74,0,NA
08330,77167,0.4119177899372748,235.2941176470588,16.35,0.0036857700368577,Gap
08332,67496,0.37467355512660383,337.06489082802307,7.18,0.01814962372731297,Gap
08340,62750,0,26.080074822835353,9.66,0,NA
08341,68830,0.5540218943360304,2094.7158524426723,5.71,0,NA
08343,141842,0.11080566716007612,146.61292822818166,14.8,0.005725190839694656,NA
08344,85938,0.19841840402588062,234.16522873616432,13.48,3.818251240931653e-4,NA
08345,67250,0.16606060606060602,28.921998247151624,1.21,0,NA
08346,80381,0.7067137809187278,116.03116031160312,24.73,0,NA
08348,NA,0,84.06113537117903,12.99,0,NA
08349,64861,0.27980335927898403,70.67373114450331,2.87,0,NA
08350,158271,0.40532081377151796,196.9790382244143,10.95,0,Gap
08352,64688,0.6071428571428572,410.2564102564102,62.5,0,NA
08353,70625,0.0964912280701754,189.52618453865335,8.77,0,NA
08360,65359,0.614902970824637,1015.5358632663646,6.66,0.01721170395869191,Gap
08361,99050,0.3165989234318357,600.3627370156637,15.05,0.01099744245524297,NA
08401,41126,0.8035452793834297,3646.028475084301,4.88,0.2032562683165093,Non-Gap
08402,121800,0.07451280091708068,3688.5130373502466,46.24,0.009012539184952978,NA
08403,110625,0.09847036328871894,496.44043663977214,51.63,0.00554016620498615,NA
08406,69099,0.25534997770842627,4542.784810126582,20.84,0.1128697457187338,Non-Gap
08501,146182,0.09789440603394095,233.90179359012058,33.47,0.02166193181818182,NA
08502,227242,0.6084901679466622,895.4806529625151,94.35,0.03528850739151168,Gap
08505,112845,0.29840142095914746,851.2095339736749,25.49,0.01469572936187001,Gap
08510,225966,0.38284441143705905,303.62478155476634,41.77,0.01979522184300341,Gap
08511,80952,0.30327868852459017,409.05280804694047,7.17,0,NA
08512,118587,0.5502784653465346,566.8932251699189,60.72,0.04465660609793656,Gap
08514,134038,0.12222900142363224,179.80034373057373,34.37,0,NA
08515,208836,0.43317807237549266,395.5125177137458,54.82,0.03124312431243124,NA
08518,97045,0.4045789797172711,3391.3496612819176,21.82,0.006382978723404255,NA
08520,118010,0.4957293926247288,1635.6580552167645,36.94,0.01411328948208698,Gap
08525,165324,0.1855373728438744,201.94712397284746,61.7,0.01018973998594519,Gap
08527,115487,0.21796545235713927,690.5751378434379,28.85,0.008005796051439957,Gap
08528,NA,0.05919003115264798,339.6825396825397,40.5,0,Non-Gap
08530,120467,0.2037196699100875,299.4394039979346,32.27,0.01585144927536232,Gap
08533,113583,0.11979373264577553,137.7068880755995,16.53,0,NA
08534,175573,0.255877034358047,609.1426473288049,68.57,0.03184808612440192,Gap
08535,209732,0.17123424684936983,267.1833244254409,55.61,0.008823529411764706,NA
08536,137607,0.7351683720036509,2763.807753584705,65.62,0.0443912812333865,Non-Gap
08540,176983,0.493014209732476,974.302453738616,84.58,0.0736788418533485,Gap
08542,105524,0.45874457165416505,6562.176165803108,58.43,0.02625298329355609,Non-Gap
08544,NA,0.4845173041894353,26457.831325301202,1.37,0.05175388154111558,NA
08550,224213,0.6579484501827503,1101.0243545521062,93.42,0.138532196082107,Gap
08551,162617,0.10386514558147453,224.04058899824523,36.61,0.005646173149309913,NA
08553,148056,0.1709401709401709,1342.6229508196723,42.74,0.01318681318681319,NA
08554,89242,0.3166997448256309,2958.8926174496646,10.49,0.01541850220264317,NA
08555,110000,0.2620481927710844,513.4020618556701,31.12,0,NA
08558,236016,0.40585774058577406,490.60234780935275,108.26,0.08146920740127037,Gap
08559,179600,0.11083540115798185,121.40077821011673,33.29,0.03578450648839953,Gap
08560,128516,0.16209553158705703,243.5454818372861,84.13,0.007105943152454781,Gap
08561,NA,0.27076923076923076,285.5887521968366,46.15,0.06993006993006994,NA
08562,103493,0.2616043799095453,251.3161043311797,17.38,0,NA
08608,61201,0.9224,3955.6962025316457,8.8,0.03074141048824593,NA
08609,68238,0.9260885932990337,12110.94224924012,2.45,0.05158912943344081,Non-Gap
08610,83906,0.5502465262214253,4498.588519962361,8.37,0.02315608919382504,NA
08611,56788,0.8032505078918581,10743.787777031564,2.63,0.03664275244927872,Non-Gap
08618,50390,0.7737834652298368,6019.256756756757,7.04,0.05791202513567552,Gap
08619,105946,0.3210178919838931,2413.96933560477,19.64,0.02456031610753855,Gap
08620,105368,0.24558988038895102,1290.075488454707,20.05,0.009523809523809525,Gap
08628,108158,0.3705625063574407,1276.2560041542256,26.96,0.03732276897414512,Non-Gap
08629,82646,0.8477676169983862,16451.327433628318,3.69,0.01650752548956142,NA
08638,66875,0.6864919354838709,4204.164363368343,10.43,0.07711816644749202,Gap
08640,92303,0.39529058116232463,431.14807214602007,4.13,0,Gap
08641,74071,0.3411363636363637,865.1199370821863,17.5,0,Gap
08648,125514,0.4219583053985889,1876.8650008987956,39.84,0.047966825524540443,Gap
08690,127339,0.18841887373281674,2679.7041672592804,22.08,0.01588824909362337,Gap
08691,132520,0.38766785090624434,685.3334433806536,62.93,0.04656346749226006,Gap
08701,64959,0.14696476438925177,5625.36384217335,26.84,0.01541451466908045,Gap
08720,224671,0.108843537414966,278.620166793025,55.78,0,NA
08721,105273,0.1890005706008866,959.2842105263157,18.65,0.01150142653352354,NA
08722,106858,0.18795093795093798,4013.0293159609123,16.05,0.01055545942204534,NA
08723,108643,0.17756137021250118,2687.374581939799,17.83,0.01628932666862688,Gap
08724,103127,0.20984767977329077,3067.366896052155,15.35,0.007987220447284345,Gap
08730,172250,0.07546408393866022,2822.3234624145784,33.29,0.01365461847389558,NA
08731,98582,0.11281150307457577,276.8547437407199,17.66,0.005965553738092947,Gap
08732,110000,0.06290115532734275,2885.185185185185,29.53,0.005449591280653951,NA
08733,85750,0.3210227272727273,228.92447768474108,9.59,0.006344171292624901,Gap
08734,116000,0.050133265642848035,1538.8671875,15.48,2.547770700636942e-4,NA
08735,76974,0.11330049261083741,1987.9032258064517,31.59,0.01476510067114094,NA
08736,174097,0.07562580352416248,2804.453870625663,27.45,0.02490190159975853,NA
08738,250001,0.08472121650977549,1416.4102564102564,49.24,0.04695652173913043,NA
08740,69397,0.11006879299562222,3553.333333333333,16.26,0,NA
08741,143094,0.07050572166851232,2872.746553552492,24.73,0.0045336787564766844,NA
08742,123152,0.11615886833514688,4585.991801817858,21.26,0.01944693469415902,Non-Gap
08750,134167,0.1091013494114269,1833.157894736842,42.49,0.01736526946107785,Gap
08751,77448,0.1352449223416965,3194.656488549618,15.77,0.0133495145631068,Non-Gap
08752,78750,0.06244653550042767,490.45521292217325,21.81,0.02085402184707051,NA
08753,105224,0.20257303508128588,2839.023120635058,18.95,0.004407892790580717,Gap
08755,87575,0.2591169531513313,1853.2167395377887,37.31,1.654670306941342e-4,Gap
08757,58319,0.23396236872003773,2029.2976438171286,12.11,0.008937045238848466,Gap
08758,96900,0.06952211489578042,435.51422561718147,17.41,0.01262367792562265,Gap
08759,52178,0.12869118205450247,558.1512879034888,12.73,0.0059375,Gap
08801,149839,0.23902573276455208,483.8215712383489,34.68,0.01239794375566979,Gap
08802,135689,0.08963093145869949,185.84901808680033,24.38,0,NA
08804,107333,0.2828282828282829,246.3386890373951,15.01,0.005832793259883344,NA
08805,93341,0.5961893928622208,4779.476724430853,16.07,0.0214059531348955,Non-Gap
08807,168696,0.4411274014155713,1552.407487344504,48.28,0.03527122354658234,Gap
08809,131250,0.2731612710726541,967.942238267148,27.9,0.004036326942482341,Non-Gap
08810,151902,0.6863682092555332,1441.6243654822335,79.73,0.04935370152761457,Non-Gap
08812,118316,0.4914229471316085,2801.102796376526,37.47,0.03959115021348169,NA
08816,143586,0.5178079416531605,2439.3377810723996,54.76,0.07068921989396618,Non-Gap
08817,110808,0.69265605875153,4617.9934055581725,31.68,0.06593541521712439,Non-Gap
08820,171363,0.8304067236980339,3832.614322691976,84.05,0.1220358289323807,Gap
08821,155833,0.0742049469964664,1189.0756302521008,31.8,0,NA
08822,137788,0.2315087848630053,502.9274095129223,34.8,0.01268796992481203,Gap
08823,115597,0.8090950022512382,2573.580533024334,48.96,0.06701461377870564,Non-Gap
08824,174776,0.5845428699685771,3082.564575645756,74.14,0.06321094312455004,Gap
08825,101774,0.16219640971488913,163.48444567206434,23.02,0.003196164602477028,NA
08826,123750,0.1569884594248031,255.61902978085783,22.17,0.01229364243062873,NA
08827,135625,0.16014726184997696,240.15030115488753,29.91,0.03682719546742209,NA
08828,98952,0.3082553883692558,2969.8067632850243,19.11,0.003041825095057034,NA
08829,112467,0.2673184357541899,1485.4771784232364,24.02,0.0292781423523473,NA
08830,109500,0.7458442023425912,6183.111954459203,43.68,0.1237176856791137,Non-Gap
08831,109042,0.3619425778863775,1084.9301183212801,71.4,0.05025339636301691,Gap
08832,NA,0.7255772646536411,1036.3552692130695,12.43,0.1968973747016707,Non-Gap
08833,172454,0.126088850174216,263.39336927842146,43.34,0.02632714717306862,Gap
08835,93333,0.37936086438970795,4847.314691522414,12.18,0.008217770929635337,NA
08836,229726,0.3699092088197147,857.238158772515,58.11,0.03739376770538243,NA
08837,102605,0.6837474918968978,2127.0518713066317,33.39,0.05017230893979323,Gap
08840,146635,0.4427661210589915,5675.187032418952,40.04,0.144089350879133,Gap
08844,153556,0.3894698963182871,805.9563515081206,52.18,0.01220111365869636,Gap
08846,105000,0.4104472516217139,4198.681192660551,18.5,0.01838091513492374,Gap
08848,138614,0.09245143840668801,248.647326750833,19.3,0,NA
08850,141601,0.24806746310611383,3704.12147505423,30.57,0.03626074198281283,NA
08852,133209,0.7244491196988152,1355.090404381424,86.2,0.03599048185603807,Gap
08853,220725,0.36031238906638263,494.8181977867557,37.45,0.00817686250757117,Gap
08854,127806,0.677187008905186,3227.3879966187656,37.65,0.02127590673575129,Non-Gap
08857,109312,0.34115086449340926,1700.320179633249,37.64,0.07453190329031086,Gap
08858,NA,0,7.598784194528875,1400,NA,NA
08859,99882,0.5139500157183274,5350.714886459209,24.4,0.05907006167958247,NA
08861,64491,0.7906522215295446,11639.733281035496,6.94,0.02763866400572354,Gap
08863,115861,0.5550074387283689,7459.696261682243,24.12,0.05301672640382318,NA
08865,79949,0.3008877716613103,757.788387345679,9.8,0.01818633231953324,Gap
08867,204583,0.14584934665641813,183.70516803162948,40.16,0.04266572637517631,NA
08869,107672,0.5039435946462715,4200.803212851406,27.37,0.006629376424280091,Non-Gap
08872,97489,0.5311324490199961,2122.0460035710535,25.98,0.05303392259913999,NA
08873,124972,0.7022209597528716,1752.9331217128806,39.22,0.04839524467046105,Gap
08876,122884,0.33939264328485885,1461.3413338333646,33.23,0.01972357116174822,Gap
08879,92786,0.4058838512480897,3326.1790454673824,21.69,0.0755193003111597,Gap
08880,112961,0.5806451612903226,7534.05572755418,24.04,0.06799398948159278,NA
08882,96147,0.43202679235921604,5758.571428571429,17.12,0.02964694304342478,Gap
08884,104702,0.22083791376572615,3544.155844155844,20.76,0.02257336343115124,NA
08886,161168,0.303962703962704,416.23544631306595,25.17,0.009620826259196379,Gap
08887,109333,0.4384057971014492,1701.6029593094943,13.04,0,NA
08889,157781,0.1951339154321593,442.0783276228478,35.42,0.009251471825063078,Gap
08890,NA,1,97.14285714285715,58.82,0,NA
08901,65810,0.6965405235492377,9137.226743258338,7.18,0.04529152955965542,Non-Gap
08902,121071,0.7245060548119822,3335.7630979498863,35.9,0.05522427910288359,Non-Gap
08904,104694,0.42880761854374716,8303.679297089511,31.28,0.0777255531353892,Non-Gap
